name,Bombs_kg,Cruise_speed_kmh,Dry_thrust_kg,Empty_weight_kg,Gross_weight_kg,Guns_mm,Height_m,Length_m,Loaded_weight_kg,Max._takeoff_weight_kg,Maximum_speed_kmh,Powerplant_kg,Powerplant_kW,Powerplant_m,Range_m,Rate_of_climb_m,Rate_of_climb_ms,Service_ceiling_m,Thrust_with_afterburner_kg,Wing_area_m,Wing_area_m2,Wing_loading_kg,Wing_loading_m2,Wingspan_m,country,year,number,status
Vickers E.F.B.2,NA,NA,NA,555,NA,NA,3.35,8.28,930,NA,112.97200000000001,NA,75,NA,NA,NA,NA,2743,NA,NA,35.5,NA,NA,11.13,United Kingdom,1913,1,Abandoned
Vickers E.F.B.3,NA,NA,NA,555,NA,NA,3.35,8.28,930,NA,112.97200000000001,NA,75,NA,NA,NA,NA,2743,NA,NA,35.5,NA,NA,11.13,United Kingdom,1913,1,Abandoned
Vickers E.S.1,NA,NA,NA,446,NA,NA,2.44,6.17,683,NA,NA,NA,82,NA,NA,NA,5.1,4730,NA,NA,20,NA,NA,7.46,United Kingdom,1915,3,Abandoned
Vickers F.B.12,NA,NA,NA,384,580,NA,2.64,6.55,NA,NA,138,NA,75,NA,NA,NA,NA,3500,NA,NA,19,NA,NA,7.93,United Kingdom,1916,20,Retired
Vickers F.B.16,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,1916,3,Abandoned
Vickers F.B.19,NA,NA,NA,409,NA,NA,2.52,5.54,NA,675,NA,NA,75,NA,NA,NA,NA,5340,NA,NA,19.98,NA,NA,7.32,United Kingdom,1916,62,Retired
Vickers F.B.5,NA,NA,NA,555,NA,NA,3.35,8.28,930,NA,112.97200000000001,NA,75,NA,NA,NA,NA,2743,NA,NA,35.5,NA,NA,11.13,United Kingdom,1914,224,Retired
Vickers F.B.9,NA,NA,NA,555,NA,NA,3.35,8.28,930,NA,112.97200000000001,NA,75,NA,NA,NA,NA,2743,NA,NA,35.5,NA,NA,11.13,United Kingdom,1915,119,Retired
Vickers Jockey,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,1930,1,Abandoned
Vickers Type 143 Bolivian Scout,NA,NA,NA,1019,NA,NA,3.43,8.5,1415,NA,241.401,NA,336,NA,NA,NA,NA,6100,NA,NA,31.2,NA,NA,10.36,United Kingdom,1929,6,Retired
Vickers Type 161,NA,NA,NA,1051,1520,NA,3.76,7.16,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,25.1,NA,NA,9.75,United Kingdom,1931,1,Abandoned
Vickers Vampire,NA,NA,NA,667,NA,7.7,2.87,7.14,923,NA,194.73014,NA,149,NA,NA,NA,NA,6250,NA,NA,24.8,NA,NA,9.6,United Kingdom,1917,4,Abandoned
Vickers Venom,NA,NA,NA,NA,1885,NA,3,7.48,NA,NA,NA,NA,466,NA,NA,NA,15.2,9760,NA,NA,13.56,NA,NA,9.98,United Kingdom,1936,1,Abandoned
VL Humu,NA,NA,NA,NA,NA,NA,3.6576000000000004,7.9248,NA,NA,429.69378,NA,745.7,NA,NA,NA,NA,8001,NA,NA,19.3981464,NA,NA,10.668000000000001,Finland,1944,1,Abandoned
VL Pyörremyrsky,NA,NA,NA,2619.040208,NA,NA,3.6576000000000004,8.8392,3309.860824,3311.2216,619.5959,NA,1099.9075,NA,NA,NA,18.491200000000003,11247.12,NA,NA,18.9986635,16.1932344,NA,10.3632,Finland,1945,1,Abandoned
Vought F4U/FG/F3A Corsair,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,1940,12571,Retired
Vought F6U Pirate,NA,NA,NA,3320,NA,NA,3.39,11.46,5850,NA,957.484,NA,NA,NA,NA,NA,40.95,14100,NA,NA,18.9,NA,NA,10,United States,1946,33,Abandoned
Vought F8U/F-8 Crusader,113,917.3238,NA,7956,NA,20.066,4.8,16.53,13e3,15e3,NA,NA,NA,NA,NA,NA,96.52,17700,NA,NA,34.8,NA,NA,10.87,United States,1955,1261,Retired
Vought FU,NA,NA,NA,943,NA,NA,3.1,8.65,1260,NA,196.33948,NA,NA,NA,NA,NA,NA,8080,NA,NA,25.1,NA,NA,10.47,United States,1926,20,Retired
Vought V-141/V-143,140,NA,NA,NA,NA,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,1936,1,Abandoned
Vought V-80,NA,NA,NA,1502,NA,NA,3.45,8.37,NA,2161,269,NA,447,NA,NA,NA,NA,5670,NA,NA,31.31,NA,NA,10.97,United States,1933,5,Retired
Vought VE-7S & VE-7SF,NA,NA,NA,631,NA,NA,2.63,7.45,879,NA,171,NA,NA,2.64,NA,NA,NA,4600,NA,NA,26.43,NA,NA,10.47,United States,1917,12,Retired
Vought VE-8,NA,NA,NA,631,NA,NA,2.63,7.45,879,NA,171,NA,NA,2.64,NA,NA,NA,4600,NA,NA,26.43,NA,NA,10.47,United States,1918,2,Abandoned
Vought VE-9,NA,NA,NA,631,NA,NA,2.63,7.45,879,NA,171,NA,NA,2.64,NA,NA,NA,4600,NA,NA,26.43,NA,NA,10.47,United States,1922,41,Retired
Vought XF2U,NA,177,NA,1152,1772,NA,3.04,8.22,NA,NA,235,NA,NA,NA,NA,NA,4.63,5700,NA,NA,29.54,NA,NA,10.97,United States,1929,1,Abandoned
Vought XF3U,NA,NA,NA,1558,NA,NA,3.6,8.4,NA,2402,334,NA,518,NA,NA,NA,NA,7700,NA,NA,27.4,NA,NA,10.1,United States,1933,1,Abandoned
Vought XF8U-3 Crusader III,NA,925.3705,NA,9915,NA,20.066,4.98,17.88,14660,17590,NA,NA,NA,NA,NA,NA,165,19800,NA,NA,41.8,NA,NA,12.16,United States,1958,5,Abandoned
Vultee XP-54,NA,NA,NA,6923,NA,NA,4.42,16.69,8270,8771,613,NA,1715,NA,NA,NA,117,11300,NA,NA,42.4,NA,NA,16.41,United States,1943,2,Abandoned
Waco CSO-A/240A,NA,135,NA,545,NA,NA,2.74,7.16,920,NA,156,NA,67,NA,NA,NA,2.54,NA,NA,NA,NA,NA,NA,9.32,United States,1927,11,Retired
Waco CTO-A,NA,135,NA,545,NA,NA,2.74,7.16,920,NA,156,NA,67,NA,NA,NA,2.54,NA,NA,NA,NA,NA,NA,9.32,United States,1927,1,Abandoned
Westland C.O.W. Gun Fighter,NA,NA,NA,1189,NA,NA,3.23,9.1,1786,NA,NA,NA,362,NA,NA,NA,NA,8500,NA,NA,20.7,NA,NA,12.45,United Kingdom,1930,1,Abandoned
Westland F.7/30,NA,NA,NA,1751,NA,NA,3.28,8.99,2362,NA,NA,NA,449,NA,NA,NA,5.1,NA,NA,NA,34.4,NA,NA,11.73,United Kingdom,1934,1,Abandoned
Westland Interceptor,NA,263.93176,NA,1065.9412,NA,NA,2.7432000000000003,7.62,NA,1508.1933999999999,308.99328,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5824,United Kingdom,1929,1,Abandoned
Westland Weasel,NA,NA,NA,849,NA,NA,3.07,7.57,1396,NA,NA,NA,239,NA,NA,NA,NA,6310,NA,NA,34.2,NA,NA,10.82,United Kingdom,1918,4,Abandoned
Westland Wizard,NA,NA,NA,1121,NA,NA,2.85,8.18,1512,NA,NA,NA,366,NA,NA,NA,9.88,NA,NA,NA,22.1,NA,NA,12.04,United Kingdom,1927,1,Abandoned
Wibault 210,NA,NA,NA,NA,NA,7.696199999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,1929,1,Abandoned
Wibault 313,NA,NA,NA,NA,NA,7.696199999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,1932,1,Abandoned
Wright XF3W,NA,NA,NA,641,965,NA,2.59,6.73,NA,NA,261,NA,336,NA,NA,NA,NA,11753,NA,NA,19.97,NA,NA,8.33,United States,1926,1,Abandoned
Xian JH-7,NA,NA,NA,14469.5848,NA,NA,6.096,22.250400000000003,NA,28449.29024,NA,NA,NA,NA,NA,NA,NA,15599.664,NA,NA,NA,NA,NA,12.4968,China (PRC),1988,192,Operational
Yakovlev I-29,NA,NA,NA,3999.774256,NA,NA,NA,9.144,5380.054712,NA,516.59814,NA,715.8720000000001,NA,NA,NA,10.83056,8897.7216,NA,NA,29.357347999999998,NA,NA,13.716000000000001,USSR,1939,1,Abandoned
Yakovlev I-30/Yak-3,NA,NA,NA,2104.6668799999998,NA,NA,2.1336,8.2296,2659.863488,NA,655.00138,NA,969.4100000000001,NA,NA,NA,18.5166,10668,NA,NA,14.8458994,NA,NA,9.144,USSR,1941,4848,Retired
Yakovlev Yak-1,NA,NA,NA,2389.069064,NA,NA,NA,8.2296,2877.134056,NA,592.23712,NA,879.926,NA,NA,NA,15.43304,10049.865600000001,NA,NA,17.1963453,NA,NA,9.7536,USSR,1940,8700,Retired
Yakovlev Yak-23,NA,NA,NA,1975.846752,NA,NA,3.048,7.9248,3376.99244,NA,NA,NA,NA,NA,NA,NA,46.99,14782.800000000001,NA,NA,13.4988059,NA,NA,8.5344,USSR,1947,310,Retired
Yakovlev Yak-25 (1947),NA,NA,NA,2280.206984,NA,23.0124,NA,8.5344,NA,3527.584984,981.5600000000001,NA,NA,NA,NA,NA,36.8808,13999.7688,NA,NA,14.028353,NA,NA,8.8392,USSR,1947,1,Abandoned
Yakovlev Yak-41/141,NA,NA,NA,11649.603336,NA,NA,4.8768,18.288,NA,19499.466488,1799.2421199999999,NA,NA,NA,NA,NA,NA,15499.994400000001,NA,NA,31.679923,NA,NA,10.0584,USSR,1987,2,Abandoned
Yakovlev Yak-50 (1949),NA,NA,NA,3078.528904,NA,NA,NA,10.972800000000001,4146.284472,NA,1120.1006399999999,NA,NA,NA,NA,NA,68.072,16032.480000000001,NA,NA,15.997896599999999,NA,NA,7.9248,USSR,1949,3,Abandoned
Yakovlev Yak-9,NA,NA,NA,2345.07064,NA,NA,2.7432000000000003,8.5344,3110.733936,NA,597.06514,NA,879.926,NA,NA,NA,13.6652,9144,NA,NA,17.1963453,NA,NA,9.4488,USSR,1942,16769,Retired
Yatsenko I-28,NA,NA,NA,1850.201768,2720.191224,NA,NA,8.5344,NA,NA,577.75306,NA,820.27,NA,NA,NA,NA,10850.880000000001,NA,NA,16.536734,NA,NA,9.4488,USSR,1939,7,Abandoned
